Expired Flow,duration,tl_pkts, tl_bytes, pkts/s, bytes/s,avg , min, max, stddev,tot_fw_pk,tot_bw_pk,fw_pkt_l_avg, fw_pkt_l_min, fw_pkt_l_max, fw_pkt_l_std, bw_pkt_l_avg, bw_pkt_l_min, bw_pkt_l_max, bw_pkt_l_stddev, fw_pkt_s, bw_pkt_s, fl_iat_avg, fl_iat_std, fl_iat_min,fl_iat_max,fw_iat_tot, fw_iat_avg, fw_iat_std, fw_iat_min, fw_iat_max,bw_iat_tot, bw_iat_avg, bw_iat_std, bw_iat_min, bw_iat_max
192.168.1.2:50842→114.67.253.121:50602,120.018062,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004515.50,29983753.50, 20736.00, 59988712.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:57264→116.198.5.141:10602,120.037764,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061044.94,9483080.46, 1135.00, 19992194.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:54132→116.198.37.187:50602,120.014509,10,732,0.08,6.10,436.20,230,732,183.77,5,5,338.80, 230, 496,  123.65, 433.20, 230, 726, 183.75,14.11, 0.00 ,  13334945.44,24756157.72, 16449.00, 59654064.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:57264→116.198.5.141:10602,120.038697,22,3137,0.18,26.13,734.09,6,3137,1118.04,13,9,689.54, 6, 2957,  1051.30, 450.56, 6, 2951, 890.64,74.68, 0.00 ,  5716128.43,8436764.38, 0.00, 19991939.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:54132→116.198.37.187:50602,120.018913,9,502,0.07,4.18,278.89,6,502,179.65,5,4,204.40, 6, 496,  182.43, 248.00, 6, 490, 171.17,8.52, 0.00 ,  15002364.12,25765405.41, 15413.00, 59634557.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50842→114.67.253.121:50602,120.018814,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004703.50,29982812.02, 20495.00, 59988369.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:57264→116.198.5.141:10602,120.038553,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061091.35,9464960.49, 0.00, 19992215.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:54132→116.198.37.187:50602,120.002128,8,496,0.07,4.13,307.00,6,496,160.74,4,4,248.00, 6, 490,  171.17, 243.50, 6, 484, 169.06,8.27, 0.00 ,  17143161.14,26857532.49, 16628.00, 59613482.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50842→114.67.253.121:50602,120.029438,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30007359.50,29981812.78, 19717.00, 59989310.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:57264→116.198.5.141:10602,120.038552,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061091.29,9458824.59, 0.00, 19991892.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:54132→116.198.37.187:50602,120.002528,8,496,0.07,4.13,307.00,6,496,160.74,4,4,248.00, 6, 490,  171.17, 243.50, 6, 484, 169.06,8.27, 0.00 ,  17143218.29,26845252.63, 16539.00, 59593663.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50842→114.67.253.121:50602,120.018882,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004720.50,29983905.50, 20780.00, 59988669.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:57264→116.198.5.141:10602,120.048623,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061683.71,9461816.24, 99.00, 19992303.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:54132→116.198.37.187:50602,120.002390,8,496,0.07,4.13,307.00,6,496,160.74,4,4,248.00, 6, 490,  171.17, 243.50, 6, 484, 169.06,8.27, 0.00 ,  17143198.57,26832642.27, 16193.00, 59573286.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50842→114.67.253.121:50602,120.019457,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004864.25,29983803.75, 20792.00, 59988725.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:57264→116.198.5.141:10602,120.048744,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061690.82,9461956.55, 999.00, 19992183.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:54132→116.198.37.187:50602,120.002322,8,496,0.07,4.13,307.00,6,496,160.74,4,4,248.00, 6, 490,  171.17, 243.50, 6, 484, 169.06,8.27, 0.00 ,  17143188.86,26819973.50, 16271.00, 59553551.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:57264→116.198.5.141:10602,120.038428,22,3137,0.18,26.13,734.09,6,3137,1118.04,13,9,689.54, 6, 2957,  1051.30, 450.56, 6, 2951, 890.64,74.68, 0.00 ,  5716115.62,8424873.18, 0.00, 19992909.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:54132→116.198.37.187:50602,120.002556,8,496,0.07,4.13,307.00,6,496,160.74,4,4,248.00, 6, 490,  171.17, 243.50, 6, 484, 169.06,8.27, 0.00 ,  17143222.29,26807433.60, 16556.00, 59533819.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50842→114.67.253.121:50602,120.018893,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004723.25,29984255.75, 20466.00, 59989473.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:57264→116.198.5.141:10602,120.038816,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061106.82,9454122.38, 503.00, 19992471.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:54132→116.198.37.187:50602,120.002398,8,496,0.07,4.13,307.00,6,496,160.74,4,4,248.00, 6, 490,  171.17, 243.50, 6, 484, 169.06,8.27, 0.00 ,  17143199.71,26794660.74, 16550.00, 59513695.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50842→114.67.253.121:50602,120.007888,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30001972.00,29981793.18, 19489.00, 59988324.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:57264→116.198.5.141:10602,120.039777,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061163.35,9449355.93, 33.00, 19992216.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:54132→116.198.37.187:50602,120.001429,8,496,0.07,4.13,307.00,6,496,160.74,4,4,248.00, 6, 490,  171.17, 243.50, 6, 484, 169.06,8.27, 0.00 ,  17143061.29,26782221.88, 16093.00, 59493261.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50842→114.67.253.121:50602,120.019349,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004837.25,29983534.75, 21083.00, 59988448.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:57264→116.198.5.141:10602,120.038565,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061092.06,9444428.82, 369.00, 19992163.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:54132→116.198.37.187:50602,120.002707,8,496,0.07,4.13,307.00,6,496,160.74,4,4,248.00, 6, 490,  171.17, 243.50, 6, 484, 169.06,8.27, 0.00 ,  17143243.86,26769516.40, 16156.00, 59473913.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50842→114.67.253.121:50602,120.019338,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004834.50,29984200.50, 20519.00, 59989069.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:57264→116.198.5.141:10602,120.038723,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061101.35,9436824.65, 0.00, 19992731.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:54132→116.198.37.187:50602,120.002015,8,496,0.07,4.13,307.00,6,496,160.74,4,4,248.00, 6, 490,  171.17, 243.50, 6, 484, 169.06,8.27, 0.00 ,  17143145.00,26757767.72, 15053.00, 59455766.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:57264→116.198.5.141:10602,120.038864,24,3149,0.20,26.23,920.58,6,3149,1236.37,14,10,852.79, 6, 2969,  1171.64, 701.20, 6, 2957, 1131.07,99.46, 0.00 ,  5219081.04,8116554.50, 0.00, 19993032.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:54132→116.198.37.187:50602,120.002673,8,478,0.07,3.98,300.25,6,478,153.11,4,4,243.50, 6, 472,  164.87, 239.00, 6, 466, 162.72,8.12, 0.00 ,  17143239.00,26744489.68, 16128.00, 59433530.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50842→114.67.253.121:50602,120.018953,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004738.25,29984118.25, 20424.00, 59989128.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:57264→116.198.5.141:10602,120.038712,17,450,0.14,3.75,156.35,6,450,131.01,9,8,124.00, 6, 270,  111.53, 137.25, 6, 264, 113.94,9.30, 0.00 ,  7502419.50,9550970.82, 413.00, 20009871.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:54132→116.198.37.187:50602,120.002227,10,508,0.08,4.23,257.00,6,508,189.86,5,5,210.40, 12, 502,  182.43, 203.20, 6, 496, 183.71,8.77, 0.00 ,  13333580.78,24256675.07, 980.00, 59404120.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50842→114.67.253.121:50602,120.018706,7,42,0.06,0.35,24.00,6,42,12.00,3,4,20.00, 12, 30,  7.48, 18.00, 6, 36, 12.73,0.50, 0.00 ,  20003117.67,27660555.53, 0.00, 59988322.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60772→116.198.5.152:10602,120.234766,23,1419,0.19,11.80,1115.65,576,1419,199.28,13,10,1092.85, 576, 1413,  215.33, 1061.00, 576, 1407, 217.53,118.16, 0.00 ,  5465216.64,8620932.54, 0.00, 19982563.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50044→116.198.46.181:50602,120.359726,13,1216,0.11,10.10,998.23,547,1216,176.15,8,5,934.50, 547, 1210,  170.80, 966.40, 547, 1204, 240.26,62.11, 0.00 ,  10029977.17,21848072.27, 709.00, 59982858.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33298→114.67.251.143:50602,120.192861,11,993,0.09,8.26,916.00,543,993,121.87,7,4,889.86, 543, 987,  144.51, 849.25, 543, 981, 178.73,51.83, 0.00 ,  12019286.10,23422445.83, 576.00, 59992367.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60772→116.198.5.152:10602,120.009559,19,462,0.16,3.85,234.00,6,462,157.19,10,9,211.20, 6, 450,  149.92, 208.67, 6, 456, 161.14,17.60, 0.00 ,  6667197.72,9357746.95, 0.00, 19991329.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50044→116.198.46.181:50602,120.008047,8,726,0.07,6.05,449.25,230,726,190.20,5,3,430.80, 230, 720,  181.55, 314.67, 230, 478, 115.52,17.95, 0.00 ,  17144006.71,27093905.40, 0.00, 59984007.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33298→114.67.251.143:50602,120.001533,4,24,0.03,0.20,15.00,6,24,6.71,2,2,12.00, 6, 18,  6.00, 9.00, 6, 12, 3.00,0.20, 0.00 ,  40000511.00,28272137.30, 17671.00, 59992134.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33298→114.67.251.143:50602,120.004859,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30001214.75,29983564.77, 17605.00, 59986409.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60772→116.198.5.152:10602,120.064994,19,462,0.16,3.85,252.32,6,462,155.76,11,8,228.55, 6, 456,  159.33, 228.00, 6, 450, 153.09,20.94, 0.00 ,  6670277.44,9358232.09, 0.00, 20011945.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50044→116.198.46.181:50602,179.965090,9,738,0.05,4.10,333.33,6,738,230.14,5,4,302.40, 12, 508,  182.89, 189.00, 6, 496, 202.92,8.40, 0.00 ,  22495636.25,29030837.88, 61.00, 59978412.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60772→116.198.5.152:10602,120.036086,18,456,0.15,3.80,260.00,6,456,148.50,10,8,244.80, 6, 450,  149.92, 222.75, 6, 444, 152.01,20.39, 0.00 ,  7060946.24,9490637.91, 707.00, 19991350.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50044→116.198.46.181:50602,120.008318,10,508,0.08,4.23,257.00,6,508,189.86,5,5,209.20, 6, 502,  183.75, 204.40, 6, 496, 182.43,8.72, 0.00 ,  13334257.56,24924029.34, 31.00, 59963549.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33298→114.67.251.143:50602,120.014920,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30003730.00,29985754.50, 17724.00, 59989864.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60772→116.198.5.152:10602,120.037908,22,3137,0.18,26.13,1417.05,6,3137,1398.99,13,9,1383.00, 6, 3131,  1368.38, 1118.33, 6, 3125, 1371.56,149.78, 0.00 ,  5716090.86,8962931.85, 0.00, 19991378.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50044→116.198.46.181:50602,120.000207,8,496,0.07,4.13,307.00,6,496,160.74,4,4,248.00, 6, 490,  171.17, 243.50, 6, 484, 169.06,8.27, 0.00 ,  17142886.71,27072129.86, 16071.00, 59951881.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33298→114.67.251.143:50602,120.017886,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004471.50,29986248.00, 18093.00, 59990774.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60772→116.198.5.152:10602,120.040184,18,456,0.15,3.80,260.00,6,456,148.50,10,8,244.80, 6, 450,  149.92, 222.75, 6, 444, 152.01,20.39, 0.00 ,  7061187.29,9484127.42, 23.00, 19992551.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50044→116.198.46.181:50602,120.001596,8,496,0.07,4.13,307.00,6,496,160.74,4,4,248.00, 6, 490,  171.17, 243.50, 6, 484, 169.06,8.27, 0.00 ,  17143085.14,27062813.29, 16158.00, 59933270.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33298→114.67.251.143:50602,120.018375,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004593.75,29987118.75, 17353.00, 59991844.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60772→116.198.5.152:10602,120.029236,18,456,0.15,3.80,260.00,6,456,148.50,10,8,244.80, 6, 450,  149.92, 222.75, 6, 444, 152.01,20.40, 0.00 ,  7060543.29,9479826.43, 88.00, 19992178.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50044→116.198.46.181:50602,120.001117,8,496,0.07,4.13,307.00,6,496,160.74,4,4,248.00, 6, 490,  171.17, 243.50, 6, 484, 169.06,8.27, 0.00 ,  17143016.71,27046635.25, 16240.00, 59912911.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33298→114.67.251.143:50602,120.026484,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30006621.00,29984243.16, 18014.00, 59991155.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60772→116.198.5.152:10602,120.039837,18,456,0.15,3.80,260.00,6,456,148.50,10,8,244.80, 6, 450,  149.92, 222.75, 6, 444, 152.01,20.39, 0.00 ,  7061166.88,9476976.23, 0.00, 19992116.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50044→116.198.46.181:50602,120.001507,8,496,0.07,4.13,307.00,6,496,160.74,4,4,248.00, 6, 490,  171.17, 243.50, 6, 484, 169.06,8.27, 0.00 ,  17143072.43,27034543.96, 16532.00, 59893310.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60772→116.198.5.152:10602,120.040228,18,456,0.15,3.80,260.00,6,456,148.50,10,8,244.80, 6, 450,  149.92, 222.75, 6, 444, 152.01,20.39, 0.00 ,  7061189.88,9473340.43, 0.00, 19992624.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50044→116.198.46.181:50602,120.001196,9,502,0.07,4.18,328.67,6,502,163.47,4,5,248.00, 6, 490,  171.17, 294.00, 6, 496, 181.84,8.27, 0.00 ,  15000149.50,25897444.82, 15799.00, 59856309.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33298→114.67.251.143:50602,120.019179,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004794.75,29987523.25, 16882.00, 59992577.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60772→116.198.5.152:10602,120.040122,22,3137,0.18,26.13,1417.05,6,3137,1398.99,13,9,1383.00, 6, 3131,  1368.38, 1118.33, 6, 3125, 1371.56,149.77, 0.00 ,  5716196.29,8934623.96, 0.00, 19992174.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33298→114.67.251.143:50602,120.014959,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30003739.75,29985519.78, 18094.00, 59991148.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50044→116.198.46.181:50602,120.015494,10,732,0.08,6.10,436.20,230,732,183.77,5,5,338.80, 230, 496,  123.65, 433.20, 230, 726, 183.75,14.11, 0.00 ,  13335054.89,24857174.72, 15645.00, 59844038.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60772→116.198.5.152:10602,120.040772,18,456,0.15,3.80,260.00,6,456,148.50,10,8,244.80, 6, 450,  149.92, 222.75, 6, 444, 152.01,20.39, 0.00 ,  7061221.88,9462899.93, 0.00, 19992431.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50044→116.198.46.181:50602,120.022076,9,502,0.07,4.18,278.89,6,502,179.65,5,4,204.40, 6, 496,  182.43, 248.00, 6, 490, 171.17,8.52, 0.00 ,  15002759.50,25874958.70, 16494.00, 59823184.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33298→114.67.251.143:50602,120.018388,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004597.00,29986963.50, 17359.00, 59991616.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60772→116.198.5.152:10602,120.040700,18,456,0.15,3.80,260.00,6,456,148.50,10,8,244.80, 6, 450,  149.92, 222.75, 6, 444, 152.01,20.39, 0.00 ,  7061217.65,9458832.21, 786.00, 19992139.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50044→116.198.46.181:50602,120.016052,9,502,0.07,4.18,328.67,6,502,163.47,4,5,248.00, 6, 490,  171.17, 294.00, 6, 496, 181.84,8.27, 0.00 ,  15002006.50,25862642.72, 16140.00, 59800551.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33298→114.67.251.143:50602,120.001130,4,24,0.03,0.20,15.00,6,24,6.71,2,2,12.00, 6, 18,  6.00, 9.00, 6, 12, 3.00,0.20, 0.00 ,  40000376.67,28271957.45, 17791.00, 59991748.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60772→116.198.5.152:10602,120.041005,18,456,0.15,3.80,260.00,6,456,148.50,10,8,244.80, 6, 450,  149.92, 222.75, 6, 444, 152.01,20.39, 0.00 ,  7061235.59,9455288.21, 545.00, 19992032.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33298→114.67.251.143:50602,120.001865,4,24,0.03,0.20,15.00,6,24,6.71,2,2,12.00, 6, 18,  6.00, 9.00, 6, 12, 3.00,0.20, 0.00 ,  40000621.67,28272323.74, 17518.00, 59992342.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60772→116.198.5.152:10602,120.034847,18,456,0.15,3.80,260.00,6,456,148.50,10,8,244.80, 6, 450,  149.92, 222.75, 6, 444, 152.01,20.39, 0.00 ,  7060873.35,9451165.94, 0.00, 19992707.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50044→116.198.46.181:50602,120.015351,10,732,0.08,6.10,436.20,230,732,183.77,5,5,338.80, 230, 496,  123.65, 433.20, 230, 726, 183.75,14.11, 0.00 ,  13335039.00,24819878.85, 15393.00, 59773419.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33298→114.67.251.143:50602,120.016700,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004175.00,29986840.01, 17194.00, 59991866.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60772→116.198.5.152:10602,120.040309,22,3137,0.18,26.13,1417.05,6,3137,1398.99,13,9,1383.00, 6, 3131,  1368.38, 1118.33, 6, 3125, 1371.56,149.77, 0.00 ,  5716205.19,8908240.53, 0.00, 19991928.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:50044→116.198.46.181:50602,120.013518,9,502,0.07,4.18,278.89,6,502,179.65,5,4,204.40, 6, 496,  182.43, 248.00, 6, 490, 171.17,8.52, 0.00 ,  15001689.75,25831312.19, 16427.00, 59747862.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:60772→116.198.5.152:10602,120.040009,18,456,0.15,3.80,260.00,6,456,148.50,10,8,244.80, 6, 450,  149.92, 222.75, 6, 444, 152.01,20.39, 0.00 ,  7061177.00,9444496.10, 0.00, 19992106.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
