Expired Flow,duration,tl_pkts, tl_bytes, pkts/s, bytes/s,avg , min, max, stddev,tot_fw_pk,tot_bw_pk,fw_pkt_l_avg, fw_pkt_l_min, fw_pkt_l_max, fw_pkt_l_std, bw_pkt_l_avg, bw_pkt_l_min, bw_pkt_l_max, bw_pkt_l_stddev, fw_pkt_s, bw_pkt_s, fl_iat_avg, fl_iat_std, fl_iat_min,fl_iat_max,fw_iat_tot, fw_iat_avg, fw_iat_std, fw_iat_min, fw_iat_max,bw_iat_tot, bw_iat_avg, bw_iat_std, bw_iat_min, bw_iat_max
192.168.1.2:34386→116.198.4.66:10602,139.979632,20,468,0.14,3.34,245.70,6,468,161.47,11,9,234.00, 6, 462,  160.10, 208.67, 6, 456, 161.14,18.39, 0.00 ,  7367349.05,9589824.14, 129.00, 19983416.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33500→36.110.181.118:2002,121.031627,18,704,0.15,5.82,368.00,32,704,223.81,9,9,344.89, 32, 672,  222.61, 316.44, 32, 640, 217.79,25.65, 0.00 ,  7119507.47,7166959.24, 26370.00, 15119529.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33334→116.196.101.170:50602,120.006751,8,498,0.07,4.15,252.00,6,498,171.91,4,4,130.50, 6, 261,  121.69, 250.50, 6, 492, 171.85,4.35, 0.00 ,  17143821.57,27082981.30, 0.00, 59971346.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:34386→116.198.4.66:10602,139.981544,20,468,0.14,3.34,280.50,6,468,153.72,11,9,264.55, 6, 462,  155.99, 248.67, 6, 456, 160.97,20.79, 0.00 ,  7367449.68,9598130.05, 0.00, 19983829.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:40466→114.67.254.131:50602,120.018309,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004577.25,29984437.25, 19840.00, 59989519.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33334→116.196.101.170:50602,120.008967,9,504,0.07,4.20,280.00,6,504,180.39,5,4,205.20, 6, 498,  183.18, 249.00, 6, 492, 171.88,8.55, 0.00 ,  15001120.88,25954756.59, 344.00, 59961413.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33500→36.110.181.118:2002,121.101881,16,512,0.13,4.23,272.00,32,512,147.51,8,8,256.00, 32, 480,  146.64, 228.00, 32, 448, 140.80,16.91, 0.00 ,  8073458.73,7526175.85, 26101.00, 15118685.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:34386→116.198.4.66:10602,120.008816,19,462,0.16,3.85,307.26,6,462,132.60,10,9,278.40, 6, 450,  139.33, 288.67, 6, 456, 147.31,23.20, 0.00 ,  6667156.44,9386901.39, 0.00, 19994312.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:40466→114.67.254.131:50602,120.018911,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004727.75,29984474.25, 20125.00, 59989399.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33334→116.196.101.170:50602,120.000074,8,498,0.07,4.15,308.25,6,498,161.40,4,4,249.00, 6, 492,  171.88, 244.50, 6, 486, 169.77,8.30, 0.00 ,  17142867.71,27068115.45, 18667.00, 59941798.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33500→36.110.181.118:2002,121.112146,21,2416,0.17,19.95,992.38,32,2416,990.32,11,10,934.55, 32, 2384,  954.77, 817.60, 32, 2352, 955.07,84.88, 0.00 ,  6055607.30,7274271.80, 0.00, 15119035.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:34386→116.198.4.66:10602,120.049021,23,3317,0.19,27.63,1891.61,180,3317,1386.78,14,9,1728.50, 180, 3137,  1372.55, 1796.78, 186, 3131, 1426.05,201.58, 0.00 ,  5456773.68,8862142.03, 0.00, 19983400.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33334→116.196.101.170:50602,120.000349,8,498,0.07,4.15,308.25,6,498,161.40,4,4,249.00, 6, 492,  171.88, 244.50, 6, 486, 169.77,8.30, 0.00 ,  17142907.00,27058604.27, 18390.00, 59931225.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:40466→114.67.254.131:50602,120.019534,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004883.50,29984363.00, 20402.00, 59989253.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33500→36.110.181.118:2002,120.973902,23,3104,0.19,25.66,1980.17,32,3104,1148.52,12,11,1882.00, 32, 3072,  1169.24, 1808.00, 32, 3040, 1206.97,186.68, 0.00 ,  5498813.73,6596689.43, 0.00, 15114753.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:34386→116.198.4.66:10602,120.039126,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061125.06,9536655.43, 35.00, 19983905.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33334→116.196.101.170:50602,120.019333,9,504,0.07,4.20,330.00,6,504,164.13,4,5,249.00, 6, 492,  171.88, 295.20, 6, 498, 182.59,8.30, 0.00 ,  15002416.62,25922231.90, 18950.00, 59901104.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:40466→114.67.254.131:50602,120.018666,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004666.50,29984426.00, 20202.00, 59989290.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33500→36.110.181.118:2002,121.092425,16,512,0.13,4.23,272.00,32,512,147.51,8,8,256.00, 32, 480,  146.64, 228.00, 32, 448, 140.80,16.91, 0.00 ,  8072828.33,7526753.20, 25878.00, 15113989.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:34386→116.198.4.66:10602,120.038070,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061062.94,9544302.80, 0.00, 19985707.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33500→36.110.181.118:2002,121.030150,18,704,0.15,5.82,339.56,32,704,213.64,9,9,316.44, 32, 672,  207.08, 288.00, 32, 640, 202.39,23.53, 0.00 ,  7119420.59,7086455.71, 25944.00, 15113870.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:34386→116.198.4.66:10602,120.037439,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061025.82,9543665.02, 50.00, 19986124.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33334→116.196.101.170:50602,120.007821,10,735,0.08,6.12,438.00,231,735,184.52,5,5,340.20, 231, 498,  124.14, 435.00, 231, 729, 184.49,14.17, 0.00 ,  13334202.33,24872414.83, 18774.00, 59871010.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:40466→114.67.254.131:50602,120.018481,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004620.25,29984024.25, 20413.00, 59988897.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33500→36.110.181.118:2002,121.092176,16,512,0.13,4.23,272.00,32,512,147.51,8,8,256.00, 32, 480,  146.64, 228.00, 32, 448, 140.80,16.91, 0.00 ,  8072811.73,7526768.67, 25988.00, 15113956.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:34386→116.198.4.66:10602,120.037745,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061043.82,9544360.92, 167.00, 19985877.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33334→116.196.101.170:50602,120.019360,9,504,0.07,4.20,280.00,6,504,180.39,5,4,205.20, 6, 498,  183.18, 249.00, 6, 492, 171.88,8.55, 0.00 ,  15002420.00,25891174.48, 18576.00, 59851198.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:40466→114.67.254.131:50602,120.019217,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004804.25,29984189.25, 20218.00, 59989085.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33500→36.110.181.118:2002,120.993246,19,2288,0.16,18.91,834.11,32,2288,907.82,10,9,783.20, 32, 2256,  867.42, 640.00, 32, 2224, 836.60,64.73, 0.00 ,  6721847.00,7422867.35, 0.00, 15120057.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:34386→116.198.4.66:10602,120.038945,22,3137,0.18,26.13,1789.41,6,3137,1367.98,13,9,1668.08, 6, 2957,  1352.27, 1616.78, 6, 2951, 1426.05,180.65, 0.00 ,  5716140.24,8997172.99, 0.00, 19986755.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33334→116.196.101.170:50602,120.000509,8,498,0.07,4.15,308.25,6,498,161.40,4,4,249.00, 6, 492,  171.88, 244.50, 6, 486, 169.77,8.30, 0.00 ,  17142929.86,26998609.04, 18657.00, 59831814.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:40466→114.67.254.131:50602,120.018827,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004706.75,29984929.25, 19677.00, 59989748.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33500→36.110.181.118:2002,120.912474,20,1328,0.17,10.98,826.40,32,1328,451.76,10,10,776.00, 32, 1296,  470.10, 747.20, 32, 1264, 465.10,64.18, 0.00 ,  6363814.42,6804549.77, 25841.00, 15118159.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:34386→116.198.4.66:10602,120.038642,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061096.59,9544580.57, 659.00, 19986877.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33334→116.196.101.170:50602,120.018695,9,504,0.07,4.20,330.00,6,504,164.13,4,5,249.00, 6, 492,  171.88, 295.20, 6, 498, 182.59,8.30, 0.00 ,  15002336.88,25873451.24, 18418.00, 59821452.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:40466→114.67.254.131:50602,120.018228,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004557.00,29984192.00, 20321.00, 59988814.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33500→36.110.181.118:2002,121.043344,16,512,0.13,4.23,272.00,32,512,147.51,8,8,256.00, 32, 480,  146.64, 228.00, 32, 448, 140.80,16.92, 0.00 ,  8069556.27,7476063.18, 25942.00, 15116081.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:34386→116.198.4.66:10602,120.038494,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061087.88,9544526.04, 0.00, 19986051.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33334→116.196.101.170:50602,120.017734,10,735,0.08,6.12,438.00,231,735,184.52,5,5,340.20, 231, 498,  124.14, 435.00, 231, 729, 184.49,14.17, 0.00 ,  13335303.78,24826296.41, 18990.00, 59780920.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33500→36.110.181.118:2002,121.111080,16,512,0.13,4.23,272.00,32,512,147.51,8,8,256.00, 32, 480,  146.64, 228.00, 32, 448, 140.80,16.91, 0.00 ,  8074072.00,7525646.78, 26081.00, 15118268.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:34386→116.198.4.66:10602,120.039206,18,456,0.15,3.80,163.33,6,456,130.97,10,8,138.60, 6, 276,  114.55, 138.00, 6, 270, 114.79,11.55, 0.00 ,  7061129.76,9544652.67, 364.00, 19986355.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:40466→114.67.254.131:50602,120.018381,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004595.25,29984280.75, 20039.00, 59989151.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33334→116.196.101.170:50602,120.019183,9,504,0.07,4.20,280.00,6,504,180.39,5,4,205.20, 6, 498,  183.18, 249.00, 6, 492, 171.88,8.55, 0.00 ,  15002397.88,25844624.62, 18517.00, 59771264.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:33500→36.110.181.118:2002,121.139883,18,704,0.15,5.81,424.89,32,704,179.70,9,9,401.78, 32, 672,  190.28, 373.33, 32, 640, 183.52,29.85, 0.00 ,  7125875.47,7076491.83, 26280.00, 15113979.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:58796→36.110.181.113:2002,121.026294,43,6362,0.36,52.57,2729.91,54,6362,1919.10,23,20,2651.91, 54, 6330,  1909.21, 2504.20, 54, 6298, 1834.94,503.97, 0.00 ,  2881578.43,5182902.59, 0.00, 15118536.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:44178→116.198.5.150:10602,120.328253,23,1422,0.19,11.82,1118.65,579,1422,199.28,13,10,1095.85, 579, 1416,  215.33, 1064.00, 579, 1410, 217.53,118.39, 0.00 ,  5469466.05,8620567.49, 0.00, 19989376.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:53176→116.196.101.170:50602,120.333846,13,1217,0.11,10.11,999.23,548,1217,176.15,8,5,935.50, 548, 1211,  170.80, 967.40, 548, 1205, 240.26,62.19, 0.00 ,  10027820.50,21842116.63, 0.00, 59977409.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:41004→114.67.253.121:50602,120.357895,11,993,0.09,8.25,916.00,543,993,121.87,7,4,889.86, 543, 987,  144.51, 849.25, 543, 981, 178.73,51.75, 0.00 ,  12035789.50,23402682.51, 0.00, 59990619.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:58796→36.110.181.113:2002,121.105993,16,512,0.13,4.23,272.00,32,512,147.51,8,8,256.00, 32, 480,  146.64, 228.00, 32, 448, 140.80,16.91, 0.00 ,  8073732.87,7530632.42, 20736.00, 15119596.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:44178→116.198.5.150:10602,120.036609,18,456,0.15,3.80,221.33,6,456,151.76,10,8,211.20, 6, 450,  149.92, 177.75, 6, 444, 143.56,17.59, 0.00 ,  7060977.00,9456524.45, 0.00, 19990092.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:53176→116.196.101.170:50602,120.006042,14,1773,0.12,14.77,1011.50,230,1773,522.33,7,7,1052.29, 230, 1767,  496.18, 750.29, 230, 1531, 483.70,61.38, 0.00 ,  9231234.00,14106947.36, 0.00, 42138954.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:41004→114.67.253.121:50602,120.016722,5,30,0.04,0.25,18.00,6,30,8.49,2,3,12.00, 6, 18,  6.00, 14.00, 6, 24, 7.48,0.20, 0.00 ,  30004180.50,29986719.50, 17286.00, 59991467.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:44178→116.198.5.150:10602,120.037441,18,456,0.15,3.80,221.33,6,456,151.76,10,8,211.20, 6, 450,  149.92, 177.75, 6, 444, 143.56,17.59, 0.00 ,  7061025.94,9456180.42, 0.00, 19989934.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:58796→36.110.181.113:2002,120.986473,18,704,0.15,5.82,353.78,32,704,221.31,9,9,330.67, 32, 672,  217.56, 302.22, 32, 640, 212.86,24.60, 0.00 ,  7116851.35,7110301.88, 20798.00, 15118862.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:53176→116.196.101.170:50602,120.017430,10,508,0.08,4.23,301.80,6,508,183.77,4,6,252.50, 12, 496,  171.24, 251.00, 6, 502, 200.08,8.42, 0.00 ,  13335270.00,24924833.45, 516.00, 59970671.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:41004→114.67.253.121:50602,120.017730,5,30,0.04,0.25,18.00,6,30,8.49,3,2,14.00, 6, 24,  7.48, 12.00, 6, 18, 6.00,0.35, 0.00 ,  30004432.50,29986920.00, 17013.00, 59991480.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:44178→116.198.5.150:10602,120.038203,18,456,0.15,3.80,221.33,6,456,151.76,10,8,211.20, 6, 450,  149.92, 177.75, 6, 444, 143.56,17.59, 0.00 ,  7061070.76,9456418.01, 600.00, 19990415.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:58796→36.110.181.113:2002,121.097017,16,512,0.13,4.23,272.00,32,512,147.51,8,8,256.00, 32, 480,  146.64, 228.00, 32, 448, 140.80,16.91, 0.00 ,  8073134.47,7531537.20, 20838.00, 15119126.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:53176→116.196.101.170:50602,120.007844,10,732,0.08,6.10,436.20,230,732,183.77,5,5,338.80, 230, 496,  123.65, 433.20, 230, 726, 183.75,14.12, 0.00 ,  13334204.89,24912152.57, 10068.00, 59950746.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:41004→114.67.253.121:50602,120.000799,4,24,0.03,0.20,15.00,6,24,6.71,2,2,12.00, 6, 18,  6.00, 9.00, 6, 12, 3.00,0.20, 0.00 ,  40000266.33,28272220.26, 17309.00, 59991907.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:44178→116.198.5.150:10602,120.038173,22,3125,0.18,26.03,1140.05,6,3125,1332.93,13,9,1150.00, 6, 3119,  1309.11, 779.11, 6, 3113, 1200.94,124.54, 0.00 ,  5716103.48,8932484.20, 0.00, 19990221.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:58796→36.110.181.113:2002,121.036527,19,2288,0.16,18.90,657.26,32,2288,790.30,10,9,618.40, 32, 2256,  741.35, 449.78, 32, 2224, 641.17,51.09, 0.00 ,  6724251.50,7310591.32, 0.00, 15119293.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:53176→116.196.101.170:50602,120.018479,9,502,0.07,4.18,278.89,6,502,179.65,5,4,204.40, 6, 496,  182.43, 248.00, 6, 490, 171.17,8.52, 0.00 ,  15002309.88,25933511.70, 19357.00, 59930599.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:41004→114.67.253.121:50602,120.001777,4,24,0.03,0.20,15.00,6,24,6.71,2,2,12.00, 6, 18,  6.00, 9.00, 6, 12, 3.00,0.20, 0.00 ,  40000592.33,28272331.99, 17477.00, 59992451.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:44178→116.198.5.150:10602,120.039017,18,456,0.15,3.80,221.33,6,456,151.76,10,8,211.20, 6, 450,  149.92, 177.75, 6, 444, 143.56,17.59, 0.00 ,  7061118.65,9452612.98, 745.00, 19990032.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:58796→36.110.181.113:2002,120.996926,23,3104,0.19,25.65,1774.26,32,3104,1219.03,12,11,1687.33, 32, 3072,  1219.62, 1589.82, 32, 3040, 1247.95,167.34, 0.00 ,  5499860.27,6552008.13, 0.00, 15119773.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:53176→116.196.101.170:50602,120.008903,9,502,0.07,4.18,328.67,6,502,163.47,4,5,248.00, 6, 490,  171.17, 294.00, 6, 496, 181.84,8.27, 0.00 ,  15001112.88,25925677.91, 18650.00, 59911073.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:41004→114.67.253.121:50602,120.001532,4,24,0.03,0.20,15.00,6,24,6.71,2,2,12.00, 6, 18,  6.00, 9.00, 6, 12, 3.00,0.20, 0.00 ,  40000510.67,28272624.96, 16981.00, 59992477.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:44178→116.198.5.150:10602,120.039424,18,456,0.15,3.80,221.33,6,456,151.76,10,8,211.20, 6, 450,  149.92, 177.75, 6, 444, 143.56,17.59, 0.00 ,  7061142.59,9456494.74, 0.00, 19990325.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:58796→36.110.181.113:2002,121.097028,16,512,0.13,4.23,272.00,32,512,147.51,8,8,256.00, 32, 480,  146.64, 228.00, 32, 448, 140.80,16.91, 0.00 ,  8073135.20,7531490.61, 20283.00, 15119182.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:41004→114.67.253.121:50602,120.001980,4,24,0.03,0.20,15.00,6,24,6.71,2,2,12.00, 6, 18,  6.00, 9.00, 6, 12, 3.00,0.20, 0.00 ,  40000660.00,28272582.77, 17190.00, 59992616.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:44178→116.198.5.150:10602,120.039796,18,456,0.15,3.80,221.33,6,456,151.76,10,8,211.20, 6, 450,  149.92, 177.75, 6, 444, 143.56,17.59, 0.00 ,  7061164.47,9454656.78, 0.00, 19990007.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:58796→36.110.181.113:2002,121.108975,18,704,0.15,5.81,325.33,32,704,200.20,9,9,302.22, 32, 672,  190.28, 273.78, 32, 640, 185.44,22.46, 0.00 ,  7124057.35,7075725.17, 20614.00, 15119360.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:53176→116.196.101.170:50602,120.019423,10,732,0.08,6.10,436.20,230,732,183.77,5,5,338.80, 230, 496,  123.65, 433.20, 230, 726, 183.75,14.11, 0.00 ,  13335491.44,24877117.27, 18207.00, 59880826.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:41004→114.67.253.121:50602,120.001847,4,24,0.03,0.20,15.00,6,24,6.71,2,2,12.00, 6, 18,  6.00, 9.00, 6, 12, 3.00,0.20, 0.00 ,  40000615.67,28272255.15, 17609.00, 59992372.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:44178→116.198.5.150:10602,120.039430,18,456,0.15,3.80,221.33,6,456,151.76,10,8,211.20, 6, 450,  149.92, 177.75, 6, 444, 143.56,17.59, 0.00 ,  7061142.94,9456036.12, 0.00, 19990151.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:58796→36.110.181.113:2002,121.106973,16,512,0.13,4.23,272.00,32,512,147.51,8,8,256.00, 32, 480,  146.64, 228.00, 32, 448, 140.80,16.91, 0.00 ,  8073798.20,7530567.19, 20750.00, 15119159.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:53176→116.196.101.170:50602,120.019211,9,502,0.07,4.18,278.89,6,502,179.65,5,4,204.40, 6, 496,  182.43, 248.00, 6, 490, 171.17,8.52, 0.00 ,  15002401.38,25902165.41, 18995.00, 59871382.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
192.168.1.2:41004→114.67.253.121:50602,120.002078,4,24,0.03,0.20,15.00,6,24,6.71,2,2,12.00, 6, 18,  6.00, 9.00, 6, 12, 3.00,0.20, 0.00 ,  40000692.67,28272780.53, 16943.00, 59992704.00,  0.00,0.00, -0.00, 0.00,  0.00, 0.00,0.00, -0.00, 0.00,  0.00
